Incident_ID,CI_Name,CI_Cat,CI_Subcat,Impact,Urgency,Priority,Category,Status,No_of_Reassignments,Handle_Time_hrs,Closure_Code,Open_Time
IM0001125,SUB501,storage,SQL Server,1,2,1,incident,in-progress,2,1940.86,Pending,2014-04-17 00:00:00
IM0001126,SUB293,storage,Network Switch,4,5,5,request,closed,1,3277.99,Resolved,2012-04-04 00:00:00
IM0001127,SUB008,storage,SQL Server,4,3,2,request,in-progress,27,2192.69,Resolved,2014-01-24 00:00:00
IM0001128,SUB086,network,Email Service,5,5,2,incident,closed,30,3166.4,Resolved,2013-11-13 00:00:00
IM0001129,SUB047,server,File Server,4,1,4,incident,open,29,2555.04,Resolved,2014-01-05 00:00:00
IM0001130,SUB573,database,File Server,5,5,5,incident,closed,22,873.96,Resolved,2012-03-15 00:00:00
IM0001131,SUB689,storage,SQL Server,3,4,4,request,in-progress,29,2148.98,Other,2012-04-09 00:00:00
IM0001132,SUB169,subapplication,File Server,4,1,2,incident,closed,21,654.02,Pending,2012-07-16 00:00:00
IM0001133,SUB176,storage,Web Application,1,1,2,request,open,19,302.52,Pending,2014-12-02 00:00:00
IM0001134,SUB332,server,Network Switch,4,2,2,request,in-progress,16,3440.58,Resolved,2013-02-10 00:00:00
IM0001135,SUB413,database,Web Application,3,2,1,incident,closed,2,383.9,Resolved,2013-09-23 00:00:00
IM0001136,SUB755,subapplication,Network Switch,2,2,1,incident,in-progress,25,2861.14,Other,2012-04-29 00:00:00
IM0001137,SUB820,subapplication,Network Switch,5,1,1,request,closed,15,2398.81,Pending,2013-11-22 00:00:00
IM0001138,SUB853,database,Network Switch,2,5,3,incident,in-progress,22,2811.5,Pending,2013-10-05 00:00:00
IM0001139,SUB633,network,Network Switch,3,1,3,request,open,1,3878.46,Resolved,2014-11-25 00:00:00
IM0001140,SUB194,server,File Server,2,5,4,request,closed,18,2870.0,Other,2014-04-23 00:00:00
IM0001141,SUB392,storage,Email Service,4,4,1,incident,in-progress,15,1673.6,Other,2012-05-08 00:00:00
IM0001142,SUB369,storage,File Server,4,3,4,request,in-progress,28,1098.84,Pending,2013-04-07 00:00:00
IM0001143,SUB218,subapplication,SQL Server,1,5,1,request,in-progress,1,3623.92,Pending,2014-12-13 00:00:00
IM0001144,SUB587,storage,Email Service,2,4,1,incident,in-progress,4,3219.05,Pending,2013-01-19 00:00:00
IM0001145,SUB981,database,Web Application,5,5,1,incident,in-progress,12,220.46,Other,2014-09-23 00:00:00
IM0001146,SUB571,subapplication,Network Switch,1,1,3,request,open,27,2983.4,Pending,2013-07-07 00:00:00
IM0001147,SUB896,subapplication,Email Service,2,2,5,request,in-progress,12,3739.1,Resolved,2014-11-26 00:00:00
IM0001148,SUB119,server,Web Application,4,1,2,incident,in-progress,2,1589.24,Other,2014-02-22 00:00:00
IM0001149,SUB374,subapplication,File Server,4,3,3,request,open,29,2508.21,Pending,2012-10-28 00:00:00
IM0001150,SUB458,network,Email Service,5,2,5,request,in-progress,6,126.43,Pending,2013-12-07 00:00:00
IM0001151,SUB511,database,File Server,2,2,2,request,closed,23,1861.79,Other,2013-02-22 00:00:00
IM0001152,SUB881,storage,Email Service,3,4,3,incident,closed,30,2542.22,Resolved,2013-02-12 00:00:00
IM0001153,SUB437,subapplication,Email Service,1,3,4,request,in-progress,18,2454.26,Other,2012-01-11 00:00:00
IM0001154,SUB129,server,File Server,3,5,2,incident,in-progress,24,3405.43,Pending,2014-11-08 00:00:00
IM0001155,SUB604,subapplication,Email Service,1,5,1,incident,in-progress,18,2313.14,Resolved,2012-09-11 00:00:00
IM0001156,SUB536,storage,Network Switch,5,4,1,request,closed,1,1710.47,Pending,2013-03-04 00:00:00
IM0001157,SUB967,network,SQL Server,4,3,2,request,in-progress,9,3837.62,Resolved,2012-09-29 00:00:00
IM0001158,SUB937,network,Email Service,5,5,2,request,open,25,1536.12,Other,2012-03-18 00:00:00
IM0001159,SUB420,subapplication,Network Switch,4,2,3,request,closed,26,3102.47,Other,2013-07-08 00:00:00
IM0001160,SUB909,storage,SQL Server,5,3,1,incident,closed,27,3610.08,Resolved,2014-10-27 00:00:00
IM0001161,SUB801,storage,SQL Server,5,2,5,request,open,20,33.97,Other,2013-10-13 00:00:00
IM0001162,SUB513,network,Network Switch,3,3,2,incident,closed,5,678.54,Resolved,2014-02-14 00:00:00
IM0001163,SUB926,subapplication,SQL Server,5,4,4,request,in-progress,3,1556.94,Resolved,2014-04-02 00:00:00
IM0001164,SUB250,network,Web Application,4,3,4,incident,open,30,3980.52,Other,2014-01-09 00:00:00
IM0001165,SUB636,server,File Server,5,4,2,request,open,4,1622.46,Resolved,2014-04-14 00:00:00
IM0001166,SUB197,storage,Network Switch,4,5,2,request,closed,9,1842.64,Other,2012-07-17 00:00:00
IM0001167,SUB200,database,Web Application,5,2,4,request,in-progress,4,2688.27,Resolved,2014-10-15 00:00:00
IM0001168,SUB706,database,Network Switch,4,2,3,request,closed,12,547.96,Other,2012-02-01 00:00:00
IM0001169,SUB614,database,SQL Server,1,3,3,request,closed,13,3966.84,Resolved,2012-07-22 00:00:00
IM0001170,SUB118,storage,SQL Server,2,3,4,request,open,29,2820.19,Other,2012-02-16 00:00:00
IM0001171,SUB001,network,SQL Server,3,2,2,request,closed,27,73.57,Pending,2013-10-05 00:00:00
IM0001172,SUB190,server,Network Switch,5,5,3,incident,closed,0,3347.76,Other,2012-06-20 00:00:00
IM0001173,SUB981,database,Email Service,2,2,4,incident,closed,15,91.09,Other,2014-02-24 00:00:00
IM0001174,SUB954,subapplication,Email Service,1,2,2,request,open,27,3064.1,Other,2013-10-09 00:00:00
IM0001175,SUB452,database,Network Switch,4,2,1,incident,closed,2,1178.7,Resolved,2014-06-16 00:00:00
IM0001176,SUB171,storage,Web Application,3,2,3,request,closed,24,3211.01,Other,2014-03-11 00:00:00
IM0001177,SUB437,server,Email Service,4,4,5,incident,open,21,3864.92,Resolved,2014-06-30 00:00:00
IM0001178,SUB830,server,File Server,5,5,1,incident,closed,6,3765.51,Other,2013-11-19 00:00:00
IM0001179,SUB200,subapplication,SQL Server,3,1,1,incident,in-progress,6,3317.81,Other,2013-10-11 00:00:00
IM0001180,SUB327,subapplication,SQL Server,2,1,5,incident,open,14,3210.54,Other,2012-04-25 00:00:00
IM0001181,SUB287,network,Network Switch,4,2,4,incident,open,5,1957.05,Pending,2013-03-20 00:00:00
IM0001182,SUB788,subapplication,Email Service,2,5,1,incident,closed,10,2142.15,Other,2012-01-21 00:00:00
IM0001183,SUB505,subapplication,Web Application,2,5,5,request,open,1,3031.62,Pending,2013-01-22 00:00:00
IM0001184,SUB473,subapplication,File Server,3,5,5,incident,in-progress,28,3745.78,Pending,2013-04-06 00:00:00
IM0001185,SUB182,storage,Network Switch,2,1,2,incident,open,29,2885.25,Resolved,2012-06-04 00:00:00
IM0001186,SUB960,network,Web Application,2,5,5,request,open,29,1628.39,Other,2012-06-28 00:00:00
IM0001187,SUB403,subapplication,Email Service,3,3,5,request,open,16,3940.05,Resolved,2013-10-25 00:00:00
IM0001188,SUB106,storage,Email Service,4,1,5,request,in-progress,25,3623.83,Pending,2013-09-29 00:00:00
IM0001189,SUB360,subapplication,Network Switch,3,4,1,incident,open,29,1462.08,Resolved,2012-12-20 00:00:00
IM0001190,SUB483,subapplication,Web Application,5,3,1,request,open,2,2676.93,Other,2013-01-06 00:00:00
IM0001191,SUB385,subapplication,Email Service,2,3,2,request,in-progress,13,1487.38,Pending,2014-09-10 00:00:00
IM0001192,SUB242,server,File Server,2,5,1,incident,in-progress,24,287.04,Resolved,2013-11-19 00:00:00
IM0001193,SUB947,subapplication,Web Application,1,4,3,incident,closed,30,480.1,Resolved,2012-05-15 00:00:00
IM0001194,SUB432,database,SQL Server,5,4,3,incident,closed,29,184.87,Other,2012-04-25 00:00:00
IM0001195,SUB884,server,Email Service,1,4,3,request,closed,24,2189.26,Resolved,2014-05-29 00:00:00
IM0001196,SUB925,network,File Server,5,5,1,incident,closed,6,2235.66,Pending,2014-06-22 00:00:00
IM0001197,SUB176,storage,Network Switch,5,3,5,incident,open,29,1599.38,Resolved,2012-08-23 00:00:00
IM0001198,SUB497,server,Email Service,3,1,1,request,open,19,2824.82,Pending,2012-02-11 00:00:00
IM0001199,SUB388,storage,Network Switch,2,3,4,incident,open,29,2817.22,Resolved,2013-12-29 00:00:00
IM0001200,SUB815,network,SQL Server,3,3,1,request,open,30,1956.52,Pending,2012-02-04 00:00:00
IM0001201,SUB348,server,Web Application,3,1,3,incident,open,23,1045.13,Other,2012-06-12 00:00:00
IM0001202,SUB870,server,Network Switch,1,1,5,incident,in-progress,22,1662.74,Resolved,2013-11-22 00:00:00
IM0001203,SUB570,database,File Server,1,2,3,incident,open,15,696.31,Pending,2012-01-13 00:00:00
IM0001204,SUB053,network,Network Switch,3,1,5,request,closed,30,2154.15,Pending,2014-03-21 00:00:00
IM0001205,SUB946,database,File Server,2,5,2,request,in-progress,13,355.11,Pending,2013-03-03 00:00:00
IM0001206,SUB883,network,Web Application,4,1,2,incident,closed,16,2083.27,Other,2012-02-19 00:00:00
IM0001207,SUB934,database,Email Service,1,5,4,request,open,10,1624.01,Resolved,2012-04-02 00:00:00
IM0001208,SUB501,server,Web Application,4,4,3,incident,in-progress,10,3298.38,Resolved,2014-04-23 00:00:00
IM0001209,SUB265,network,Email Service,5,3,1,request,closed,7,3146.88,Pending,2012-04-04 00:00:00
IM0001210,SUB387,server,Web Application,3,1,2,request,open,11,3090.24,Other,2013-04-04 00:00:00
IM0001211,SUB001,server,Network Switch,1,5,1,request,open,9,353.3,Other,2014-09-10 00:00:00
IM0001212,SUB429,database,Email Service,1,5,2,request,open,0,1998.86,Resolved,2012-07-15 00:00:00
IM0001213,SUB399,network,File Server,1,1,4,incident,closed,9,1426.84,Other,2013-11-16 00:00:00
IM0001214,SUB442,subapplication,Web Application,1,2,3,incident,open,18,1473.91,Other,2014-01-27 00:00:00
IM0001215,SUB198,subapplication,Email Service,2,4,2,request,closed,22,1523.28,Other,2014-11-17 00:00:00
IM0001216,SUB993,subapplication,File Server,2,2,1,request,closed,6,337.57,Resolved,2014-03-04 00:00:00
IM0001217,SUB947,database,SQL Server,4,1,4,incident,open,24,13.81,Pending,2012-02-28 00:00:00
IM0001218,SUB688,subapplication,Email Service,5,3,2,incident,closed,7,3565.84,Other,2013-09-19 00:00:00
IM0001219,SUB578,network,Network Switch,1,1,2,incident,in-progress,2,3096.46,Pending,2014-03-14 00:00:00
IM0001220,SUB248,subapplication,File Server,1,1,1,request,in-progress,21,1470.53,Pending,2013-04-06 00:00:00
IM0001221,SUB051,storage,Web Application,4,5,3,request,open,11,2080.44,Pending,2014-08-22 00:00:00
IM0001222,SUB312,server,SQL Server,2,2,2,incident,closed,15,347.67,Other,2013-07-23 00:00:00
IM0001223,SUB799,subapplication,Email Service,5,1,2,request,closed,13,3479.29,Pending,2012-11-18 00:00:00
IM0001224,SUB846,network,Web Application,5,4,5,request,closed,18,3534.25,Pending,2013-06-02 00:00:00
IM0001225,SUB842,database,File Server,2,4,5,incident,closed,5,2418.05,Other,2014-10-14 00:00:00
IM0001226,SUB358,subapplication,Web Application,3,5,2,incident,closed,19,425.39,Pending,2014-01-01 00:00:00
IM0001227,SUB313,server,Network Switch,5,2,3,incident,in-progress,12,3244.74,Other,2014-01-13 00:00:00
IM0001228,SUB255,server,Web Application,2,5,2,incident,in-progress,28,901.45,Other,2013-07-16 00:00:00
IM0001229,SUB336,database,Network Switch,3,1,5,incident,closed,1,3163.54,Other,2013-01-05 00:00:00
IM0001230,SUB771,database,Web Application,1,2,5,request,closed,14,1900.23,Other,2013-02-28 00:00:00
IM0001231,SUB527,subapplication,SQL Server,2,1,5,request,open,6,1849.53,Pending,2013-02-07 00:00:00
IM0001232,SUB554,storage,SQL Server,4,2,1,incident,open,22,2992.62,Pending,2014-11-08 00:00:00
IM0001233,SUB951,network,File Server,3,2,1,request,open,0,468.66,Resolved,2013-08-13 00:00:00
IM0001234,SUB706,server,Web Application,4,4,4,incident,in-progress,30,2494.99,Resolved,2014-11-07 00:00:00
IM0001235,SUB905,subapplication,SQL Server,5,3,4,incident,closed,16,898.97,Other,2013-05-16 00:00:00
IM0001236,SUB841,subapplication,Web Application,1,1,1,incident,closed,19,116.52,Pending,2012-01-21 00:00:00
IM0001237,SUB679,subapplication,Email Service,4,2,5,incident,in-progress,17,369.38,Other,2013-03-22 00:00:00
IM0001238,SUB642,network,File Server,2,4,4,request,closed,3,1806.68,Resolved,2013-12-22 00:00:00
IM0001239,SUB468,database,Network Switch,5,5,1,request,in-progress,11,1414.22,Pending,2012-04-07 00:00:00
IM0001240,SUB189,subapplication,Network Switch,2,2,4,request,in-progress,20,3643.92,Other,2013-03-26 00:00:00
IM0001241,SUB233,subapplication,Email Service,3,2,2,incident,open,10,3042.99,Resolved,2012-09-08 00:00:00
IM0001242,SUB124,storage,SQL Server,2,4,2,request,closed,3,3045.9,Resolved,2012-11-18 00:00:00
IM0001243,SUB984,subapplication,Network Switch,3,4,5,request,in-progress,13,2341.82,Pending,2014-02-28 00:00:00
IM0001244,SUB947,subapplication,File Server,3,1,1,incident,in-progress,16,2790.6,Pending,2013-06-23 00:00:00
IM0001245,SUB660,database,Email Service,5,4,5,request,in-progress,20,3973.49,Pending,2014-10-26 00:00:00
IM0001246,SUB050,storage,Network Switch,3,4,4,incident,in-progress,2,1339.08,Pending,2014-08-11 00:00:00
IM0001247,SUB143,storage,Email Service,3,1,5,incident,closed,27,3121.41,Resolved,2014-11-10 00:00:00
IM0001248,SUB614,server,SQL Server,5,4,5,request,open,3,2450.05,Resolved,2014-06-25 00:00:00
IM0001249,SUB345,storage,Web Application,5,5,5,request,open,7,3707.86,Pending,2014-03-14 00:00:00
IM0001250,SUB844,server,File Server,4,2,5,request,in-progress,6,2241.47,Other,2014-03-30 00:00:00
IM0001251,SUB240,subapplication,Web Application,4,2,3,request,in-progress,0,2127.03,Pending,2013-04-08 00:00:00
IM0001252,SUB010,database,SQL Server,3,1,1,request,open,6,938.69,Pending,2013-03-24 00:00:00
IM0001253,SUB954,server,Web Application,3,3,1,incident,closed,20,3122.1,Other,2014-12-05 00:00:00
IM0001254,SUB178,storage,File Server,4,3,5,incident,closed,26,382.67,Resolved,2012-03-31 00:00:00
IM0001255,SUB567,storage,File Server,1,1,3,incident,in-progress,14,2253.19,Pending,2012-01-07 00:00:00
IM0001256,SUB621,server,Network Switch,3,2,1,incident,closed,28,2221.71,Resolved,2012-04-02 00:00:00
IM0001257,SUB745,storage,SQL Server,3,2,5,incident,open,24,2196.56,Other,2012-09-19 00:00:00
IM0001258,SUB717,database,Web Application,3,2,1,incident,closed,29,3441.16,Other,2013-07-18 00:00:00
IM0001259,SUB068,database,File Server,4,3,4,request,open,4,2222.57,Resolved,2012-11-09 00:00:00
IM0001260,SUB310,server,Email Service,5,1,4,incident,open,25,3149.88,Resolved,2012-12-09 00:00:00
IM0001261,SUB692,database,SQL Server,4,5,2,incident,open,1,850.66,Other,2012-06-27 00:00:00
IM0001262,SUB320,database,Email Service,1,4,1,incident,closed,9,2613.66,Pending,2012-08-30 00:00:00
IM0001263,SUB707,subapplication,Web Application,3,3,3,incident,open,21,1223.6,Other,2012-01-12 00:00:00
IM0001264,SUB413,network,SQL Server,2,2,4,request,closed,22,2622.99,Pending,2013-08-08 00:00:00
IM0001265,SUB710,database,Email Service,1,5,1,request,in-progress,15,3204.54,Pending,2013-08-19 00:00:00
IM0001266,SUB751,server,Web Application,4,2,3,request,closed,18,28.08,Pending,2013-03-02 00:00:00
IM0001267,SUB537,storage,SQL Server,5,3,2,incident,open,2,3829.2,Resolved,2012-09-11 00:00:00
IM0001268,SUB148,database,Network Switch,3,2,3,incident,in-progress,26,879.51,Resolved,2014-09-15 00:00:00
IM0001269,SUB576,server,SQL Server,5,3,5,incident,open,21,1031.04,Pending,2012-01-07 00:00:00
IM0001270,SUB065,storage,SQL Server,1,3,4,request,in-progress,18,3470.95,Resolved,2012-12-14 00:00:00
IM0001271,SUB271,network,Web Application,1,1,2,incident,open,28,416.39,Other,2014-05-16 00:00:00
IM0001272,SUB993,server,Network Switch,1,4,4,incident,closed,28,2983.38,Resolved,2014-06-20 00:00:00
IM0001273,SUB659,server,Email Service,3,3,1,request,in-progress,10,220.43,Other,2013-01-06 00:00:00
IM0001274,SUB409,server,Web Application,5,2,3,incident,in-progress,27,1853.46,Pending,2014-03-31 00:00:00
IM0001275,SUB696,subapplication,Email Service,4,3,2,incident,open,8,1657.27,Pending,2013-06-07 00:00:00
IM0001276,SUB339,database,Network Switch,4,3,5,request,open,30,2173.19,Resolved,2013-12-14 00:00:00
IM0001277,SUB242,database,Web Application,2,4,3,incident,open,26,3118.52,Pending,2012-09-05 00:00:00
IM0001278,SUB799,network,File Server,4,3,2,incident,open,2,2249.56,Pending,2013-07-23 00:00:00
IM0001279,SUB944,storage,Email Service,1,3,4,request,in-progress,11,3358.33,Other,2014-07-05 00:00:00
IM0001280,SUB979,server,Web Application,1,5,1,request,closed,18,2572.91,Pending,2013-05-05 00:00:00
IM0001281,SUB740,database,File Server,2,1,2,incident,in-progress,22,3226.23,Resolved,2014-09-11 00:00:00
IM0001282,SUB548,server,SQL Server,1,5,4,request,open,19,1028.01,Pending,2012-02-20 00:00:00
IM0001283,SUB625,server,Network Switch,3,1,5,request,closed,23,3368.89,Other,2013-07-11 00:00:00
IM0001284,SUB815,server,File Server,5,3,1,request,closed,21,1985.43,Resolved,2012-05-14 00:00:00
IM0001285,SUB415,subapplication,SQL Server,2,3,3,request,in-progress,15,1847.85,Resolved,2014-07-29 00:00:00
IM0001286,SUB026,network,Network Switch,2,4,5,incident,in-progress,30,1620.3,Other,2013-02-20 00:00:00
IM0001287,SUB695,network,SQL Server,2,3,2,request,open,15,1416.33,Resolved,2013-12-09 00:00:00
IM0001288,SUB760,server,File Server,1,4,4,incident,in-progress,1,2946.49,Pending,2013-01-05 00:00:00
IM0001289,SUB763,subapplication,SQL Server,3,3,1,incident,open,21,3107.67,Pending,2014-01-20 00:00:00
IM0001290,SUB006,database,Email Service,3,4,4,incident,open,23,2379.25,Pending,2014-04-17 00:00:00
IM0001291,SUB361,network,Web Application,1,2,3,incident,in-progress,18,3385.47,Other,2013-04-03 00:00:00
IM0001292,SUB408,database,Network Switch,3,1,3,request,in-progress,12,3476.89,Pending,2012-02-06 00:00:00
IM0001293,SUB928,subapplication,SQL Server,3,5,3,request,open,19,2801.4,Other,2013-02-14 00:00:00
IM0001294,SUB802,database,Email Service,5,3,5,incident,closed,7,715.17,Resolved,2012-04-25 00:00:00
IM0001295,SUB458,subapplication,Email Service,4,3,4,request,in-progress,17,3314.24,Resolved,2014-01-30 00:00:00
IM0001296,SUB301,storage,Email Service,5,3,5,request,open,22,2067.45,Resolved,2013-07-28 00:00:00
IM0001297,SUB662,database,SQL Server,2,5,5,request,closed,24,3351.69,Pending,2012-06-16 00:00:00
IM0001298,SUB525,network,SQL Server,1,2,4,incident,in-progress,2,804.81,Pending,2013-07-24 00:00:00
IM0001299,SUB033,network,SQL Server,3,3,5,incident,closed,27,590.06,Pending,2012-05-31 00:00:00
IM0001300,SUB928,storage,File Server,3,4,5,incident,closed,16,3481.48,Pending,2014-09-02 00:00:00
IM0001301,SUB338,storage,Web Application,4,3,1,incident,open,24,1282.05,Resolved,2014-01-08 00:00:00
IM0001302,SUB246,storage,Email Service,1,4,1,request,closed,4,901.1,Pending,2012-01-24 00:00:00
IM0001303,SUB828,subapplication,Web Application,4,4,3,request,closed,27,758.54,Resolved,2012-10-20 00:00:00
IM0001304,SUB132,subapplication,Network Switch,5,1,1,request,in-progress,2,3857.49,Other,2013-08-24 00:00:00
IM0001305,SUB206,server,Email Service,5,3,3,incident,closed,9,143.96,Resolved,2013-06-24 00:00:00
IM0001306,SUB927,database,SQL Server,5,2,3,request,in-progress,14,3713.57,Resolved,2013-07-24 00:00:00
IM0001307,SUB612,database,Web Application,3,1,5,request,open,18,983.19,Other,2013-10-22 00:00:00
IM0001308,SUB968,storage,SQL Server,5,2,2,request,in-progress,21,3697.42,Resolved,2013-06-15 00:00:00
IM0001309,SUB590,database,Email Service,2,2,2,incident,closed,5,2348.87,Other,2013-06-03 00:00:00
IM0001310,SUB032,subapplication,Email Service,3,3,4,request,in-progress,5,3233.59,Other,2014-07-28 00:00:00
IM0001311,SUB008,database,Email Service,5,3,1,request,in-progress,15,2152.83,Resolved,2012-03-04 00:00:00
IM0001312,SUB574,network,Email Service,3,2,2,request,open,15,3758.58,Pending,2014-06-17 00:00:00
IM0001313,SUB371,database,Network Switch,1,3,1,request,closed,23,3349.43,Pending,2013-01-01 00:00:00
IM0001314,SUB278,server,Network Switch,4,2,3,request,open,19,3654.45,Other,2012-12-26 00:00:00
IM0001315,SUB890,storage,SQL Server,2,2,4,request,open,17,1549.94,Pending,2014-01-26 00:00:00
IM0001316,SUB888,subapplication,Email Service,4,3,3,request,in-progress,23,2828.67,Resolved,2013-12-30 00:00:00
IM0001317,SUB433,server,Network Switch,3,1,5,request,closed,8,552.79,Other,2012-05-25 00:00:00
IM0001318,SUB622,subapplication,Email Service,2,2,2,request,open,27,3596.67,Resolved,2013-09-22 00:00:00
IM0001319,SUB403,network,Network Switch,1,4,2,incident,open,14,1780.77,Pending,2013-05-23 00:00:00
IM0001320,SUB525,storage,Web Application,5,3,1,request,closed,8,566.18,Other,2013-10-04 00:00:00
IM0001321,SUB712,database,Web Application,3,1,5,request,open,9,3439.57,Other,2013-09-28 00:00:00
IM0001322,SUB475,network,Network Switch,2,4,2,incident,closed,8,1826.97,Other,2013-06-15 00:00:00
IM0001323,SUB815,server,Email Service,3,1,2,incident,open,25,3049.29,Other,2014-05-04 00:00:00
IM0001324,SUB799,server,Email Service,1,3,5,request,closed,29,3030.35,Resolved,2014-10-26 00:00:00
IM0001325,SUB203,server,File Server,2,2,4,request,in-progress,9,998.11,Pending,2012-12-12 00:00:00
IM0001326,SUB377,subapplication,SQL Server,4,1,5,incident,in-progress,2,3771.71,Resolved,2013-06-11 00:00:00
IM0001327,SUB258,server,Web Application,4,3,4,request,open,26,2643.08,Pending,2013-04-24 00:00:00
IM0001328,SUB221,subapplication,Web Application,1,4,5,incident,open,18,2714.98,Other,2014-05-12 00:00:00
IM0001329,SUB662,network,File Server,4,5,4,request,closed,3,1109.24,Pending,2014-05-24 00:00:00
IM0001330,SUB098,database,File Server,1,1,1,incident,open,24,1493.52,Pending,2012-09-19 00:00:00
IM0001331,SUB011,storage,Web Application,4,4,5,incident,closed,7,3732.02,Resolved,2014-09-02 00:00:00
IM0001332,SUB414,subapplication,SQL Server,5,4,2,incident,closed,11,3674.76,Pending,2013-02-18 00:00:00
IM0001333,SUB463,storage,SQL Server,2,2,5,request,closed,7,1354.18,Resolved,2012-01-17 00:00:00
IM0001334,SUB831,storage,Web Application,5,5,2,request,closed,9,3902.67,Other,2014-04-13 00:00:00
IM0001335,SUB225,subapplication,Network Switch,1,2,3,incident,closed,10,1317.29,Pending,2014-12-09 00:00:00
IM0001336,SUB592,database,File Server,1,4,2,incident,in-progress,12,3178.84,Resolved,2014-09-11 00:00:00
IM0001337,SUB424,subapplication,SQL Server,4,5,1,incident,closed,21,1707.05,Pending,2013-07-25 00:00:00
IM0001338,SUB781,network,Web Application,4,4,2,incident,closed,27,2410.63,Pending,2014-03-24 00:00:00
IM0001339,SUB746,network,File Server,1,2,3,request,open,3,1495.71,Other,2013-06-07 00:00:00
IM0001340,SUB744,subapplication,Email Service,1,5,2,incident,in-progress,9,299.5,Pending,2013-01-03 00:00:00
IM0001341,SUB349,storage,Web Application,5,1,3,request,open,18,92.82,Other,2013-09-26 00:00:00
IM0001342,SUB174,network,Network Switch,1,3,3,request,open,5,2817.55,Pending,2013-05-14 00:00:00
IM0001343,SUB744,storage,SQL Server,2,1,3,request,in-progress,17,393.75,Other,2012-11-29 00:00:00
IM0001344,SUB703,subapplication,File Server,4,5,3,request,in-progress,6,341.4,Other,2012-05-07 00:00:00
IM0001345,SUB565,network,SQL Server,2,4,2,incident,in-progress,4,2921.54,Pending,2013-01-30 00:00:00
IM0001346,SUB736,database,Web Application,5,3,5,incident,in-progress,30,1657.65,Other,2014-01-31 00:00:00
IM0001347,SUB194,subapplication,SQL Server,2,3,2,request,closed,21,1550.7,Other,2013-11-27 00:00:00
IM0001348,SUB248,storage,Network Switch,4,4,3,incident,closed,0,34.89,Other,2014-12-24 00:00:00
IM0001349,SUB593,network,SQL Server,1,5,2,incident,in-progress,8,2704.56,Resolved,2012-09-27 00:00:00
IM0001350,SUB828,server,Email Service,3,2,4,incident,open,27,1653.99,Other,2012-01-30 00:00:00
IM0001351,SUB051,server,Email Service,3,2,4,incident,in-progress,29,3375.11,Pending,2012-10-05 00:00:00
IM0001352,SUB431,server,Network Switch,1,1,1,request,open,7,2433.16,Resolved,2013-06-04 00:00:00
IM0001353,SUB369,server,Network Switch,4,4,1,request,open,13,1919.44,Resolved,2013-07-27 00:00:00
IM0001354,SUB918,server,Network Switch,5,3,2,request,in-progress,27,3237.68,Pending,2012-12-07 00:00:00
IM0001355,SUB292,storage,SQL Server,5,3,3,incident,closed,7,3734.71,Other,2013-01-22 00:00:00
IM0001356,SUB530,database,Network Switch,4,4,5,request,in-progress,29,2614.96,Pending,2013-11-18 00:00:00
IM0001357,SUB352,storage,Email Service,1,2,1,incident,open,20,2824.39,Resolved,2014-10-20 00:00:00
IM0001358,SUB854,network,File Server,4,5,4,incident,open,5,2313.75,Pending,2012-07-07 00:00:00
IM0001359,SUB683,database,Network Switch,5,2,5,incident,in-progress,29,2460.65,Other,2014-08-29 00:00:00
IM0001360,SUB677,server,Network Switch,3,2,2,incident,in-progress,5,1097.87,Resolved,2012-10-03 00:00:00
IM0001361,SUB791,network,Network Switch,1,1,2,incident,in-progress,21,3848.13,Other,2012-12-21 00:00:00
IM0001362,SUB415,subapplication,SQL Server,1,4,1,request,closed,22,432.76,Other,2013-05-11 00:00:00
IM0001363,SUB741,network,Network Switch,5,2,2,incident,in-progress,28,1295.51,Pending,2014-12-30 00:00:00
IM0001364,SUB361,server,Web Application,1,4,5,incident,open,22,836.96,Pending,2012-11-19 00:00:00
IM0001365,SUB634,network,Web Application,4,5,2,request,in-progress,6,2660.71,Pending,2012-12-26 00:00:00
IM0001366,SUB245,network,Network Switch,1,2,2,incident,in-progress,20,2402.01,Other,2012-04-18 00:00:00
IM0001367,SUB383,database,File Server,2,2,5,request,in-progress,5,3532.97,Other,2013-05-21 00:00:00
IM0001368,SUB870,database,File Server,5,1,4,request,closed,28,963.87,Other,2013-08-06 00:00:00
IM0001369,SUB595,network,Web Application,4,2,2,incident,open,11,3361.98,Pending,2012-06-30 00:00:00
IM0001370,SUB894,server,Email Service,5,1,5,incident,open,11,23.41,Other,2013-05-15 00:00:00
IM0001371,SUB588,database,Web Application,5,5,1,request,in-progress,24,3528.69,Resolved,2014-03-05 00:00:00
IM0001372,SUB481,subapplication,Email Service,4,5,3,incident,closed,2,39.2,Other,2013-05-07 00:00:00
IM0001373,SUB581,network,File Server,2,5,2,request,closed,1,2787.68,Resolved,2012-11-28 00:00:00
IM0001374,SUB367,database,Web Application,1,4,1,incident,in-progress,10,782.14,Pending,2012-10-10 00:00:00
IM0001375,SUB949,server,Email Service,2,4,3,incident,in-progress,28,357.77,Resolved,2013-08-04 00:00:00
IM0001376,SUB310,server,Web Application,2,5,4,incident,closed,19,3761.68,Resolved,2012-02-20 00:00:00
IM0001377,SUB427,network,Email Service,5,5,4,request,closed,2,3924.3,Other,2013-12-04 00:00:00
IM0001378,SUB724,network,Network Switch,4,4,3,incident,closed,18,865.94,Pending,2012-06-29 00:00:00
